순위,이름,총점,맛,재료,카테고리,나라
0,크림소스파스타,485.28102133458833,89.1503121764002,75.0,80.0,80.0
1,토마토해산물스파게티,478.07020324968926,54.89233727526306,100.0,80.0,80.0
2,펠라레제 파스타,450.2861815912487,68.19531831811297,75.0,80.0,80.0
3,그린파스타,449.68154047439157,37.89313800861772,100.0,80.0,80.0
4,까르보나라 (한국식),444.8492991787323,64.93970010702535,75.0,80.0,80.0
5,푸타네스카스파게티,433.50708566220567,58.147955486350675,75.0,80.0,80.0
6,블랙스파게티,433.50708566220567,58.147955486350675,75.0,80.0,80.0
7,버섯파스타,409.628277844144,73.78938793062514,50.0,80.0,80.0
8,푸실리크림스파게티,389.41241676621604,61.684081895937744,50.0,80.0,80.0
9,불고기꽃만두,380.1132626302476,62.10375007799257,75.0,80.0,20.0
10,버섯만두전골,380.1132626302476,62.10375007799257,75.0,80.0,20.0
11,바지락칼국수,379.8425761938676,61.94166239153749,75.0,80.0,20.0
12,볶음우동,377.4122995025847,60.486406887775246,75.0,80.0,20.0
13,버섯 크림 리조또,375.923064003765,71.45093652920058,75.0,20.0,80.0
14,쌀국수,374.3061138064031,58.62641545293601,75.0,80.0,20.0
15,새우도리아,370.4861815912487,68.19531831811297,75.0,20.0,80.0
16,잡채,367.3344012284673,54.45173726255524,75.0,80.0,20.0
17,해물스파게티,366.07008598605796,53.69466226710058,75.0,80.0,20.0
18,감자국수,364.9640175535078,53.03234584042381,75.0,80.0,20.0
19,바질페스토 스파게티,363.04918191510103,63.74202509886286,75.0,20.0,80.0
20,삼색수제비,359.52713514099145,49.77672762933619,75.0,80.0,20.0
21,닭가슴살 샤프란 리조또,355.707202925837,59.34563049451316,75.0,20.0,80.0
22,가지그라탕,355.6121822389533,59.28873187961277,75.0,20.0,80.0
23,해물잡채,354.4605191398033,46.742825832217534,75.0,80.0,20.0
24,딤섬,353.065042993029,75.8473311335503,50.0,80.0,20.0
25,한우토마토스튜,352.31337989387896,63.30142508615505,100.0,20.0,20.0
26,감자그라탕,348.2702032496893,54.89233727526306,75.0,20.0,80.0
27,단호박주뻬따,347.2637147920873,54.28964957610016,75.0,20.0,80.0
28,시칠리아식카포나타,345.2951784578728,23.170765543636385,100.0,20.0,80.0
29,고추장스파게티,342.8476191868966,39.788993525087776,75.0,80.0,20.0
30,된장채소수제비,342.7480392119484,39.72936479757391,75.0,80.0,20.0
31,비빔쌀국수,336.30466834183005,35.87105888732339,75.0,80.0,20.0
32,구운감자와도미구이,335.491341847909,47.240324459825736,75.0,20.0,80.0
33,일본풍버섯스파게티,332.849181915101,63.742025098862854,50.0,80.0,20.0
34,해산물샐러드,331.2836470072417,44.7207467109232,75.0,20.0,80.0
35,버섯매운탕,330.86778592931375,32.61544067623578,75.0,80.0,20.0
36,돈까스,330.70204266917665,80.3006243528004,75.0,20.0,20.0
37,쟁반라면,329.9737370982326,32.08008209475007,75.0,80.0,20.0
38,떡만두국,329.8425761938676,61.94166239153749,50.0,80.0,20.0
39,시금치들깨수제비,329.7429962189194,61.88203366402362,50.0,80.0,20.0
40,감자수제비,326.3062310700344,59.82409046109848,50.0,80.0,20.0
41,고추잡채와꽃빵,325.4121822389533,59.28873187961277,50.0,80.0,20.0
42,기스면,325.4121822389533,59.288731879612754,50.0,80.0,20.0
43,짜춘권,325.26516025666035,77.04500614171278,75.0,20.0,20.0
44,브루스케타,325.04773645052796,40.98666853325026,75.0,20.0,80.0
45,꽃만두국(완당국),324.6763802177313,58.84813186690496,50.0,80.0,20.0
46,만둣국,324.40569378135126,58.686044180449876,50.0,80.0,20.0
47,김치수제비,322.53217813402046,27.624058762886484,75.0,80.0,20.0
48,해물국수,321.57019452154975,56.98814043206572,50.0,80.0,20.0
49,미역수제비,321.57019452154975,56.98814043206572,50.0,80.0,20.0
50,잔치국수,321.2995080851698,56.82605274561064,50.0,80.0,20.0
51,갈비구이,319.828277844144,73.78938793062514,75.0,20.0,20.0
52,콩 햄버그,315.82804331688135,71.3940379143002,75.0,20.0,20.0
53,대대로닭칼국수,315.06359752845594,53.09197456793768,50.0,80.0,20.0
54,국수계란말이,314.9640175535078,53.03234584042381,50.0,80.0,20.0
55,녹차콩국수,314.9640175535078,53.03234584042381,50.0,80.0,20.0
56,모짜렐라 카프레제,314.0743916505471,34.41580338356116,75.0,20.0,80.0
57,바베큐립,310.4861815912487,68.19531831811297,75.0,20.0,20.0
58,깐풍새우,310.4861815912487,68.19531831811297,75.0,20.0,20.0
59,생선탕수,310.4861815912487,68.19531831811297,75.0,20.0,20.0
60,서리태콩국수,309.62671511593965,49.83635635685007,50.0,80.0,20.0
61,물만두,309.62671511593965,49.83635635685007,50.0,80.0,20.0
62,중국식볶음밥,308.4860643276173,66.99764330995049,75.0,20.0,20.0
63,난자완스,308.4860643276173,66.9976433099505,75.0,20.0,20.0
64,채소국수,306.791215856138,48.1384526084659,50.0,80.0,20.0
65,해물국시,306.5205294197581,47.976364922010816,50.0,80.0,20.0
66,연어까르파치오,305.83836383020196,29.484050197725736,75.0,20.0,80.0
67,오므라이스,303.04918191510103,63.74202509886286,75.0,20.0,20.0
68,녹차수제비,302.0901354648438,45.3234344100861,50.0,80.0,20.0
69,돈까스덮밥,301.1440853383533,62.60124870560077,75.0,20.0,20.0
70,돼지갈비찜,301.0490646514696,62.54435009070038,75.0,20.0,20.0
71,불고기낙지전골,301.0490646514696,62.54435009070038,75.0,20.0,20.0
72,해물전골,300.3132626302476,62.10375007799257,75.0,20.0,20.0
73,당근잎 감자전,300.3132626302476,62.10375007799257,75.0,20.0,20.0
74,홍차계란장조림,300.3132626302476,62.10375007799257,75.0,20.0,20.0
75,국수전골,300.0425761938676,61.94166239153749,75.0,20.0,20.0
76,치킨샐러드,300.0425761938676,61.94166239153749,75.0,20.0,20.0
77,오코노미야키,299.61241676621603,61.68408189593772,75.0,20.0,20.0
78,한국식타코샐러드,299.3067741726456,61.50106237882967,75.0,20.0,20.0
79,모듬전,297.6122995025847,60.486406887775246,75.0,20.0,20.0
80,간장떡볶이,297.6122995025847,60.48640688777524,75.0,20.0,20.0
81,쌀샐러드,297.2952957215041,24.368440551798866,75.0,20.0,80.0
82,돈부리,295.6121822389533,59.28873187961277,75.0,20.0,20.0
83,삼겹살치즈구이,295.6121822389533,59.28873187961277,75.0,20.0,20.0
84,돼지고기표고볶음,294.8763802177313,58.84813186690496,75.0,20.0,20.0
85,떡갈비구이,294.87638021773125,58.84813186690494,75.0,20.0,20.0
