순위,이름,총점,맛,재료,카테고리,나라
0,라조육,495.3068758,70.9534379,100,80,80
1,짜춘권,448.0406366,68.19531832,75,80,80
2,치즈돈까스,426.5140866,66.5570433,100,80,20
3,깐풍기,411.363443,70.73172149,50,80,80
4,탕수육,410.4415127,49.39575634,75,80,80
5,생선탕수,409.2515381,48.80076904,75,80,80
6,라조기,393.7833248,61.94166239,50,80,80
7,깐풍새우,389.6674384,59.88371919,50,80,80
8,닭날개튀김,384.3206538,66.33532688,75,80,20
9,오징어탕수,378.4792992,54.28964958,50,80,80
10,딤섬,377.0334258,72.59171292,75,20,80
11,난자완스,376.1522258,72.15111291,75,20,80
12,돼지고기표고볶음,372.227325,70.18866252,75,20,80
13,가지튀김,368.0216309,58.18581544,75,80,20
14,장어깐풍기,361.8715017,45.98575084,50,80,80
15,돈까스,358.1581245,53.25406225,75,80,20
16,중국식볶음밥,358.0094173,63.07970867,75,20,80
17,물만두,354.4086919,61.27934596,75,20,80
18,콩 햄버그,351.8068758,70.9534379,50,80,20
19,오향장육,348.145911,58.14795549,75,20,80
20,닭고기카레튀김,342.5706538,66.33532688,50,80,20
21,닭고기명란튀김,342.5706538,66.33532688,50,80,20
22,잡채밥,336.5900588,52.37002941,75,20,80
23,두부탕,330.6383706,70.26918529,50,20,80
24,꽃만두국(완당국),330.477325,70.18866252,50,20,80
25,양상추튀김,327.0928188,58.5964094,50,80,20
26,짬뽕해물탕밥,322.6161263,45.38306314,75,20,80
27,삼겹살치즈구이,322.2200294,75.18501471,75,20,20
28,삼겹살깻잎전,322.0600417,54.23002085,100,20,20
29,제육배추찜,318.2961865,52.34809323,100,20,20
30,기스면,312.9828673,61.44143365,50,20,80
31,치킨수프,312.7779494,61.33897469,50,20,80
32,버섯잡채밥,312.6586919,61.27934596,50,20,80
33,버섯만두전골,312.5515004,70.3507502,75,20,20
34,떡만두국,312.4322429,70.29112147,75,20,20
35,삼겹살채소말이,312.2283829,49.31419143,100,20,20
36,해물국수,311.9010654,70.0255327,75,20,20
37,마파두부덮밥,309.665587,38.9077935,75,20,80
38,고추부각,308.1849256,70.01746282,25,80,20
39,제육불고기,306.2044516,46.30222582,100,20,20
40,돼지고기우엉말이조림,305.7610188,46.08050941,100,20,20
41,양장피,300.2438396,34.19691978,75,20,80
42,단호박튀김,298.7405964,44.4202982,50,80,20
43,콩비지찌개,297.965545,63.05777249,75,20,20
44,김치채소볶음,296.8577394,32.50386971,75,20,80
45,펠라레제 파스타,296.0575002,62.10375008,75,20,20
46,돼지갈비찜,296.0575002,62.10375008,75,20,20
47,제육보쌈,294.8521248,61.50106238,75,20,20
48,토란닭고기찜,294.5279494,61.33897469,75,20,20
49,콩나물무밥,294.2016897,61.17584487,75,20,20
50,배추만두,294.18555,61.167775,75,20,20
51,아게다시도후,292.3575002,62.10375008,25,80,20
52,고추잡채와꽃빵,289.813443,70.73172149,25,20,80
53,류산슬,289.7727127,49.83635636,50,20,80
54,닭다리굴소스볶음,289.7727127,49.83635636,50,20,80
55,해산물두부수프,289.3756758,70.51283789,25,20,80
56,부추표고버섯볶음,288.2880921,28.21904607,75,20,80
57,가지된장찜,287.6743136,57.91215679,75,20,20
58,닭꼬치구이,286.7074809,57.42874044,75,20,20
59,버섯두부찌개,285.7824085,56.96620425,75,20,20
60,제육겨자쌈,285.3389757,56.74448784,75,20,20
61,고추장닭강정,285.2428432,37.67142159,50,80,20
62,김치찌개,284.4609177,35.43045887,100,20,20
63,양파쌈파이,283.9743136,57.91215679,25,80,20
64,김치어묵,281.478988,35.78949398,50,80,20
65,삼계탕,280.9134622,75.40673112,50,20,20
66,돈까스덮밥,280.7534745,54.45173726,75,20,20
67,꼬리곰탕,280.5892869,75.24464343,50,20,20
68,낙지불고기,278.0339491,53.09197457,75,20,20
69,부추잡채,276.8285737,52.48928687,75,20,20
70,순두부찌개,276.6654439,52.40772196,75,20,20
71,닭강정,275.4550567,32.77752836,50,80,20
72,가니타마돈,275.2834258,72.59171292,50,20,20
73,감자탕,275.1234381,51.63671906,75,20,20
74,고등어살튀김과소스,274.6581245,53.25406225,25,80,20
75,도가니탕,272.0068758,70.9534379,50,20,20
76,오징어삼겹살볶음,271.8468881,49.99844404,75,20,20
77,모듬전,271.6827004,70.79135022,50,20,20
78,소꼬리찜,271.563443,70.73172149,50,20,20
79,쇠고기무국,270.8015004,70.3507502,50,20,20
80,해물볶음밥,270.8015004,70.3507502,50,20,20
81,돈부리,270.8015004,70.3507502,50,20,20
82,해물전골,270.8015004,70.3507502,50,20,20
83,불고기꽃만두,270.8015004,70.3507502,50,20,20
84,양파전,270.6822429,70.29112147,50,20,20
85,볶음쌀국수,270.5222552,49.33612762,75,20,20
86,만둣국,270.3580676,70.12903379,50,20,20
87,오징어풋마늘산적,270.3580676,70.12903379,50,20,20
88,두부국,270.3580676,70.12903379,50,20,20
89,참치주먹밥,270.3580676,70.12903379,50,20,20
90,쌀국수,270.3141952,70.10709761,50,20,20
91,가지말이구이,270.2980555,70.09902773,50,20,20
92,미역수제비,270.1510654,70.0255327,50,20,20
93,누드김밥,270.1349256,70.01746282,50,20,20
94,콩나물비빔밥,270.1349256,70.01746282,50,20,20
95,잔치국수,270.1349256,70.01746282,50,20,20
96,돼지갈비구이,269.4515381,48.80076904,75,20,20
97,고등어 다쓰타튀김,266.6327381,49.24136905,25,80,20
98,돼지불고기,265.0114763,46.58073815,75,20,20
99,누룽지탕,264.2343257,57.94216284,25,20,80
100,갈비구이,263.8215017,45.98575084,75,20,20
101,죽순볶음,263.567586,45.85879299,75,20,20
102,닭개장,261.7349262,44.94246312,75,20,20
103,쇠고기산적,259.7775488,43.96377442,75,20,20
104,가는파잡채,258.8468108,43.49840541,75,20,20
105,갈비탕,256.7028502,63.30142509,50,20,20
106,새우도리아,256.7028502,63.30142509,50,20,20
107,설렁탕,256.7028502,63.30142509,50,20,20
108,안심스테이크,256.7028502,63.30142509,50,20,20
